Date,Year,Quarter,Quarter No,Month No,Month Name,Month Short Name,Month Short Name Plus Year,DateSort,Day Name,Details,Day Number,Month Sort
2018-06-03 00:00:00.000,2018,"Q2",2,6,"June","Jun","Jun,18","20180603","Sunday","03-Jun-2018",3,"201806"
2018-06-04 00:00:00.000,2018,"Q2",2,6,"June","Jun","Jun,18","20180604","Monday","04-Jun-2018",4,"201806"
2018-06-05 00:00:00.000,2018,"Q2",2,6,"June","Jun","Jun,18","20180605","Tuesday","05-Jun-2018",5,"201806"
2018-06-06 00:00:00.000,2018,"Q2",2,6,"June","Jun","Jun,18","20180606","Wednesday","06-Jun-2018",6,"201806"
2018-06-07 00:00:00.000,2018,"Q2",2,6,"June","Jun","Jun,18","20180607","Thursday","07-Jun-2018",7,"201806"
2018-06-08 00:00:00.000,2018,"Q2",2,6,"June","Jun","Jun,18","20180608","Friday","08-Jun-2018",8,"201806"
2018-06-09 00:00:00.000,2018,"Q2",2,6,"June","Jun","Jun,18","20180609","Saturday","09-Jun-2018",9,"201806"
2018-06-10 00:00:00.000,2018,"Q2",2,6,"June","Jun","Jun,18","20180610","Sunday","10-Jun-2018",10,"201806"
2018-06-11 00:00:00.000,2018,"Q2",2,6,"June","Jun","Jun,18","20180611","Monday","11-Jun-2018",11,"201806"
2018-06-12 00:00:00.000,2018,"Q2",2,6,"June","Jun","Jun,18","20180612","Tuesday","12-Jun-2018",12,"201806"
2018-06-13 00:00:00.000,2018,"Q2",2,6,"June","Jun","Jun,18","20180613","Wednesday","13-Jun-2018",13,"201806"
2018-06-14 00:00:00.000,2018,"Q2",2,6,"June","Jun","Jun,18","20180614","Thursday","14-Jun-2018",14,"201806"
2018-06-15 00:00:00.000,2018,"Q2",2,6,"June","Jun","Jun,18","20180615","Friday","15-Jun-2018",15,"201806"
2018-06-16 00:00:00.000,2018,"Q2",2,6,"June","Jun","Jun,18","20180616","Saturday","16-Jun-2018",16,"201806"
2018-06-17 00:00:00.000,2018,"Q2",2,6,"June","Jun","Jun,18","20180617","Sunday","17-Jun-2018",17,"201806"
2018-06-18 00:00:00.000,2018,"Q2",2,6,"June","Jun","Jun,18","20180618","Monday","18-Jun-2018",18,"201806"
2018-06-19 00:00:00.000,2018,"Q2",2,6,"June","Jun","Jun,18","20180619","Tuesday","19-Jun-2018",19,"201806"
2018-06-20 00:00:00.000,2018,"Q2",2,6,"June","Jun","Jun,18","20180620","Wednesday","20-Jun-2018",20,"201806"
2018-06-21 00:00:00.000,2018,"Q2",2,6,"June","Jun","Jun,18","20180621","Thursday","21-Jun-2018",21,"201806"
2018-06-22 00:00:00.000,2018,"Q2",2,6,"June","Jun","Jun,18","20180622","Friday","22-Jun-2018",22,"201806"
2018-06-23 00:00:00.000,2018,"Q2",2,6,"June","Jun","Jun,18","20180623","Saturday","23-Jun-2018",23,"201806"
2018-06-24 00:00:00.000,2018,"Q2",2,6,"June","Jun","Jun,18","20180624","Sunday","24-Jun-2018",24,"201806"
2018-06-25 00:00:00.000,2018,"Q2",2,6,"June","Jun","Jun,18","20180625","Monday","25-Jun-2018",25,"201806"
2018-06-26 00:00:00.000,2018,"Q2",2,6,"June","Jun","Jun,18","20180626","Tuesday","26-Jun-2018",26,"201806"
2018-06-27 00:00:00.000,2018,"Q2",2,6,"June","Jun","Jun,18","20180627","Wednesday","27-Jun-2018",27,"201806"
2018-06-28 00:00:00.000,2018,"Q2",2,6,"June","Jun","Jun,18","20180628","Thursday","28-Jun-2018",28,"201806"
2018-06-29 00:00:00.000,2018,"Q2",2,6,"June","Jun","Jun,18","20180629","Friday","29-Jun-2018",29,"201806"
2018-06-30 00:00:00.000,2018,"Q2",2,6,"June","Jun","Jun,18","20180630","Saturday","30-Jun-2018",30,"201806"
2018-07-01 00:00:00.000,2018,"Q3",3,7,"July","Jul","Jul,18","20180701","Sunday","01-Jul-2018",1,"201807"
2018-07-02 00:00:00.000,2018,"Q3",3,7,"July","Jul","Jul,18","20180702","Monday","02-Jul-2018",2,"201807"
2018-07-03 00:00:00.000,2018,"Q3",3,7,"July","Jul","Jul,18","20180703","Tuesday","03-Jul-2018",3,"201807"
2018-07-04 00:00:00.000,2018,"Q3",3,7,"July","Jul","Jul,18","20180704","Wednesday","04-Jul-2018",4,"201807"
2018-07-05 00:00:00.000,2018,"Q3",3,7,"July","Jul","Jul,18","20180705","Thursday","05-Jul-2018",5,"201807"
2018-07-06 00:00:00.000,2018,"Q3",3,7,"July","Jul","Jul,18","20180706","Friday","06-Jul-2018",6,"201807"
2018-07-07 00:00:00.000,2018,"Q3",3,7,"July","Jul","Jul,18","20180707","Saturday","07-Jul-2018",7,"201807"
2018-07-08 00:00:00.000,2018,"Q3",3,7,"July","Jul","Jul,18","20180708","Sunday","08-Jul-2018",8,"201807"
2018-07-09 00:00:00.000,2018,"Q3",3,7,"July","Jul","Jul,18","20180709","Monday","09-Jul-2018",9,"201807"
2018-07-10 00:00:00.000,2018,"Q3",3,7,"July","Jul","Jul,18","20180710","Tuesday","10-Jul-2018",10,"201807"
2018-07-11 00:00:00.000,2018,"Q3",3,7,"July","Jul","Jul,18","20180711","Wednesday","11-Jul-2018",11,"201807"
2018-07-12 00:00:00.000,2018,"Q3",3,7,"July","Jul","Jul,18","20180712","Thursday","12-Jul-2018",12,"201807"
2018-07-13 00:00:00.000,2018,"Q3",3,7,"July","Jul","Jul,18","20180713","Friday","13-Jul-2018",13,"201807"
2018-07-14 00:00:00.000,2018,"Q3",3,7,"July","Jul","Jul,18","20180714","Saturday","14-Jul-2018",14,"201807"
2018-07-15 00:00:00.000,2018,"Q3",3,7,"July","Jul","Jul,18","20180715","Sunday","15-Jul-2018",15,"201807"
2018-07-16 00:00:00.000,2018,"Q3",3,7,"July","Jul","Jul,18","20180716","Monday","16-Jul-2018",16,"201807"
2018-07-17 00:00:00.000,2018,"Q3",3,7,"July","Jul","Jul,18","20180717","Tuesday","17-Jul-2018",17,"201807"
2018-07-18 00:00:00.000,2018,"Q3",3,7,"July","Jul","Jul,18","20180718","Wednesday","18-Jul-2018",18,"201807"
2018-07-19 00:00:00.000,2018,"Q3",3,7,"July","Jul","Jul,18","20180719","Thursday","19-Jul-2018",19,"201807"
2018-07-20 00:00:00.000,2018,"Q3",3,7,"July","Jul","Jul,18","20180720","Friday","20-Jul-2018",20,"201807"
2018-07-21 00:00:00.000,2018,"Q3",3,7,"July","Jul","Jul,18","20180721","Saturday","21-Jul-2018",21,"201807"
2018-07-22 00:00:00.000,2018,"Q3",3,7,"July","Jul","Jul,18","20180722","Sunday","22-Jul-2018",22,"201807"
2018-07-23 00:00:00.000,2018,"Q3",3,7,"July","Jul","Jul,18","20180723","Monday","23-Jul-2018",23,"201807"
2018-07-24 00:00:00.000,2018,"Q3",3,7,"July","Jul","Jul,18","20180724","Tuesday","24-Jul-2018",24,"201807"
2018-07-25 00:00:00.000,2018,"Q3",3,7,"July","Jul","Jul,18","20180725","Wednesday","25-Jul-2018",25,"201807"
2018-07-26 00:00:00.000,2018,"Q3",3,7,"July","Jul","Jul,18","20180726","Thursday","26-Jul-2018",26,"201807"
2018-07-27 00:00:00.000,2018,"Q3",3,7,"July","Jul","Jul,18","20180727","Friday","27-Jul-2018",27,"201807"
2018-07-28 00:00:00.000,2018,"Q3",3,7,"July","Jul","Jul,18","20180728","Saturday","28-Jul-2018",28,"201807"
2018-07-29 00:00:00.000,2018,"Q3",3,7,"July","Jul","Jul,18","20180729","Sunday","29-Jul-2018",29,"201807"
2018-07-30 00:00:00.000,2018,"Q3",3,7,"July","Jul","Jul,18","20180730","Monday","30-Jul-2018",30,"201807"
2018-07-31 00:00:00.000,2018,"Q3",3,7,"July","Jul","Jul,18","20180731","Tuesday","31-Jul-2018",31,"201807"
2018-08-01 00:00:00.000,2018,"Q3",3,8,"August","Aug","Aug,18","20180801","Wednesday","01-Aug-2018",1,"201808"
2018-08-02 00:00:00.000,2018,"Q3",3,8,"August","Aug","Aug,18","20180802","Thursday","02-Aug-2018",2,"201808"
2018-08-03 00:00:00.000,2018,"Q3",3,8,"August","Aug","Aug,18","20180803","Friday","03-Aug-2018",3,"201808"
2018-08-04 00:00:00.000,2018,"Q3",3,8,"August","Aug","Aug,18","20180804","Saturday","04-Aug-2018",4,"201808"
2018-08-05 00:00:00.000,2018,"Q3",3,8,"August","Aug","Aug,18","20180805","Sunday","05-Aug-2018",5,"201808"
2018-08-06 00:00:00.000,2018,"Q3",3,8,"August","Aug","Aug,18","20180806","Monday","06-Aug-2018",6,"201808"
2018-08-07 00:00:00.000,2018,"Q3",3,8,"August","Aug","Aug,18","20180807","Tuesday","07-Aug-2018",7,"201808"
2018-08-08 00:00:00.000,2018,"Q3",3,8,"August","Aug","Aug,18","20180808","Wednesday","08-Aug-2018",8,"201808"
2018-08-09 00:00:00.000,2018,"Q3",3,8,"August","Aug","Aug,18","20180809","Thursday","09-Aug-2018",9,"201808"
2018-08-10 00:00:00.000,2018,"Q3",3,8,"August","Aug","Aug,18","20180810","Friday","10-Aug-2018",10,"201808"
2018-08-11 00:00:00.000,2018,"Q3",3,8,"August","Aug","Aug,18","20180811","Saturday","11-Aug-2018",11,"201808"
2018-08-12 00:00:00.000,2018,"Q3",3,8,"August","Aug","Aug,18","20180812","Sunday","12-Aug-2018",12,"201808"
2018-08-13 00:00:00.000,2018,"Q3",3,8,"August","Aug","Aug,18","20180813","Monday","13-Aug-2018",13,"201808"
2018-08-14 00:00:00.000,2018,"Q3",3,8,"August","Aug","Aug,18","20180814","Tuesday","14-Aug-2018",14,"201808"
2018-08-15 00:00:00.000,2018,"Q3",3,8,"August","Aug","Aug,18","20180815","Wednesday","15-Aug-2018",15,"201808"
2018-08-16 00:00:00.000,2018,"Q3",3,8,"August","Aug","Aug,18","20180816","Thursday","16-Aug-2018",16,"201808"
2018-08-17 00:00:00.000,2018,"Q3",3,8,"August","Aug","Aug,18","20180817","Friday","17-Aug-2018",17,"201808"
2018-08-18 00:00:00.000,2018,"Q3",3,8,"August","Aug","Aug,18","20180818","Saturday","18-Aug-2018",18,"201808"
2018-08-19 00:00:00.000,2018,"Q3",3,8,"August","Aug","Aug,18","20180819","Sunday","19-Aug-2018",19,"201808"
2018-08-20 00:00:00.000,2018,"Q3",3,8,"August","Aug","Aug,18","20180820","Monday","20-Aug-2018",20,"201808"
2018-08-21 00:00:00.000,2018,"Q3",3,8,"August","Aug","Aug,18","20180821","Tuesday","21-Aug-2018",21,"201808"
2018-08-22 00:00:00.000,2018,"Q3",3,8,"August","Aug","Aug,18","20180822","Wednesday","22-Aug-2018",22,"201808"
2018-08-23 00:00:00.000,2018,"Q3",3,8,"August","Aug","Aug,18","20180823","Thursday","23-Aug-2018",23,"201808"
2018-08-24 00:00:00.000,2018,"Q3",3,8,"August","Aug","Aug,18","20180824","Friday","24-Aug-2018",24,"201808"
2018-08-25 00:00:00.000,2018,"Q3",3,8,"August","Aug","Aug,18","20180825","Saturday","25-Aug-2018",25,"201808"
2018-08-26 00:00:00.000,2018,"Q3",3,8,"August","Aug","Aug,18","20180826","Sunday","26-Aug-2018",26,"201808"
2018-08-27 00:00:00.000,2018,"Q3",3,8,"August","Aug","Aug,18","20180827","Monday","27-Aug-2018",27,"201808"
2018-08-28 00:00:00.000,2018,"Q3",3,8,"August","Aug","Aug,18","20180828","Tuesday","28-Aug-2018",28,"201808"
2018-08-29 00:00:00.000,2018,"Q3",3,8,"August","Aug","Aug,18","20180829","Wednesday","29-Aug-2018",29,"201808"
2018-08-30 00:00:00.000,2018,"Q3",3,8,"August","Aug","Aug,18","20180830","Thursday","30-Aug-2018",30,"201808"
2018-08-31 00:00:00.000,2018,"Q3",3,8,"August","Aug","Aug,18","20180831","Friday","31-Aug-2018",31,"201808"
2018-09-01 00:00:00.000,2018,"Q3",3,9,"September","Sep","Sep,18","20180901","Saturday","01-Sep-2018",1,"201809"
2018-09-02 00:00:00.000,2018,"Q3",3,9,"September","Sep","Sep,18","20180902","Sunday","02-Sep-2018",2,"201809"
2018-09-03 00:00:00.000,2018,"Q3",3,9,"September","Sep","Sep,18","20180903","Monday","03-Sep-2018",3,"201809"
2018-09-04 00:00:00.000,2018,"Q3",3,9,"September","Sep","Sep,18","20180904","Tuesday","04-Sep-2018",4,"201809"
2018-09-05 00:00:00.000,2018,"Q3",3,9,"September","Sep","Sep,18","20180905","Wednesday","05-Sep-2018",5,"201809"
2018-09-06 00:00:00.000,2018,"Q3",3,9,"September","Sep","Sep,18","20180906","Thursday","06-Sep-2018",6,"201809"
2018-09-07 00:00:00.000,2018,"Q3",3,9,"September","Sep","Sep,18","20180907","Friday","07-Sep-2018",7,"201809"
2018-09-08 00:00:00.000,2018,"Q3",3,9,"September","Sep","Sep,18","20180908","Saturday","08-Sep-2018",8,"201809"
2018-09-09 00:00:00.000,2018,"Q3",3,9,"September","Sep","Sep,18","20180909","Sunday","09-Sep-2018",9,"201809"
2018-09-10 00:00:00.000,2018,"Q3",3,9,"September","Sep","Sep,18","20180910","Monday","10-Sep-2018",10,"201809"
2018-09-11 00:00:00.000,2018,"Q3",3,9,"September","Sep","Sep,18","20180911","Tuesday","11-Sep-2018",11,"201809"
2018-09-12 00:00:00.000,2018,"Q3",3,9,"September","Sep","Sep,18","20180912","Wednesday","12-Sep-2018",12,"201809"
2018-09-13 00:00:00.000,2018,"Q3",3,9,"September","Sep","Sep,18","20180913","Thursday","13-Sep-2018",13,"201809"
2018-09-14 00:00:00.000,2018,"Q3",3,9,"September","Sep","Sep,18","20180914","Friday","14-Sep-2018",14,"201809"
2018-09-15 00:00:00.000,2018,"Q3",3,9,"September","Sep","Sep,18","20180915","Saturday","15-Sep-2018",15,"201809"
2018-09-16 00:00:00.000,2018,"Q3",3,9,"September","Sep","Sep,18","20180916","Sunday","16-Sep-2018",16,"201809"
2018-09-17 00:00:00.000,2018,"Q3",3,9,"September","Sep","Sep,18","20180917","Monday","17-Sep-2018",17,"201809"
2018-09-18 00:00:00.000,2018,"Q3",3,9,"September","Sep","Sep,18","20180918","Tuesday","18-Sep-2018",18,"201809"
2018-09-19 00:00:00.000,2018,"Q3",3,9,"September","Sep","Sep,18","20180919","Wednesday","19-Sep-2018",19,"201809"
2018-09-20 00:00:00.000,2018,"Q3",3,9,"September","Sep","Sep,18","20180920","Thursday","20-Sep-2018",20,"201809"
2018-09-21 00:00:00.000,2018,"Q3",3,9,"September","Sep","Sep,18","20180921","Friday","21-Sep-2018",21,"201809"
2018-09-22 00:00:00.000,2018,"Q3",3,9,"September","Sep","Sep,18","20180922","Saturday","22-Sep-2018",22,"201809"
2018-09-23 00:00:00.000,2018,"Q3",3,9,"September","Sep","Sep,18","20180923","Sunday","23-Sep-2018",23,"201809"
2018-09-24 00:00:00.000,2018,"Q3",3,9,"September","Sep","Sep,18","20180924","Monday","24-Sep-2018",24,"201809"
2018-09-25 00:00:00.000,2018,"Q3",3,9,"September","Sep","Sep,18","20180925","Tuesday","25-Sep-2018",25,"201809"
2018-09-26 00:00:00.000,2018,"Q3",3,9,"September","Sep","Sep,18","20180926","Wednesday","26-Sep-2018",26,"201809"
2018-09-27 00:00:00.000,2018,"Q3",3,9,"September","Sep","Sep,18","20180927","Thursday","27-Sep-2018",27,"201809"
2018-09-28 00:00:00.000,2018,"Q3",3,9,"September","Sep","Sep,18","20180928","Friday","28-Sep-2018",28,"201809"
2018-09-29 00:00:00.000,2018,"Q3",3,9,"September","Sep","Sep,18","20180929","Saturday","29-Sep-2018",29,"201809"
2018-09-30 00:00:00.000,2018,"Q3",3,9,"September","Sep","Sep,18","20180930","Sunday","30-Sep-2018",30,"201809"
2018-10-01 00:00:00.000,2018,"Q4",4,10,"October","Oct","Oct,18","20181001","Monday","01-Oct-2018",1,"201810"
2018-10-02 00:00:00.000,2018,"Q4",4,10,"October","Oct","Oct,18","20181002","Tuesday","02-Oct-2018",2,"201810"
2018-10-03 00:00:00.000,2018,"Q4",4,10,"October","Oct","Oct,18","20181003","Wednesday","03-Oct-2018",3,"201810"
2018-10-04 00:00:00.000,2018,"Q4",4,10,"October","Oct","Oct,18","20181004","Thursday","04-Oct-2018",4,"201810"
2018-10-05 00:00:00.000,2018,"Q4",4,10,"October","Oct","Oct,18","20181005","Friday","05-Oct-2018",5,"201810"
2018-10-06 00:00:00.000,2018,"Q4",4,10,"October","Oct","Oct,18","20181006","Saturday","06-Oct-2018",6,"201810"
2018-10-07 00:00:00.000,2018,"Q4",4,10,"October","Oct","Oct,18","20181007","Sunday","07-Oct-2018",7,"201810"
2018-10-08 00:00:00.000,2018,"Q4",4,10,"October","Oct","Oct,18","20181008","Monday","08-Oct-2018",8,"201810"
2018-10-09 00:00:00.000,2018,"Q4",4,10,"October","Oct","Oct,18","20181009","Tuesday","09-Oct-2018",9,"201810"
2018-10-10 00:00:00.000,2018,"Q4",4,10,"October","Oct","Oct,18","20181010","Wednesday","10-Oct-2018",10,"201810"
2018-10-11 00:00:00.000,2018,"Q4",4,10,"October","Oct","Oct,18","20181011","Thursday","11-Oct-2018",11,"201810"
2018-10-12 00:00:00.000,2018,"Q4",4,10,"October","Oct","Oct,18","20181012","Friday","12-Oct-2018",12,"201810"
2018-10-13 00:00:00.000,2018,"Q4",4,10,"October","Oct","Oct,18","20181013","Saturday","13-Oct-2018",13,"201810"
2018-10-14 00:00:00.000,2018,"Q4",4,10,"October","Oct","Oct,18","20181014","Sunday","14-Oct-2018",14,"201810"
2018-10-15 00:00:00.000,2018,"Q4",4,10,"October","Oct","Oct,18","20181015","Monday","15-Oct-2018",15,"201810"
2018-10-16 00:00:00.000,2018,"Q4",4,10,"October","Oct","Oct,18","20181016","Tuesday","16-Oct-2018",16,"201810"
2018-10-17 00:00:00.000,2018,"Q4",4,10,"October","Oct","Oct,18","20181017","Wednesday","17-Oct-2018",17,"201810"
2018-10-18 00:00:00.000,2018,"Q4",4,10,"October","Oct","Oct,18","20181018","Thursday","18-Oct-2018",18,"201810"
2018-10-19 00:00:00.000,2018,"Q4",4,10,"October","Oct","Oct,18","20181019","Friday","19-Oct-2018",19,"201810"
2018-10-20 00:00:00.000,2018,"Q4",4,10,"October","Oct","Oct,18","20181020","Saturday","20-Oct-2018",20,"201810"
2018-10-21 00:00:00.000,2018,"Q4",4,10,"October","Oct","Oct,18","20181021","Sunday","21-Oct-2018",21,"201810"
2018-10-22 00:00:00.000,2018,"Q4",4,10,"October","Oct","Oct,18","20181022","Monday","22-Oct-2018",22,"201810"
2018-10-23 00:00:00.000,2018,"Q4",4,10,"October","Oct","Oct,18","20181023","Tuesday","23-Oct-2018",23,"201810"
2018-10-24 00:00:00.000,2018,"Q4",4,10,"October","Oct","Oct,18","20181024","Wednesday","24-Oct-2018",24,"201810"
2018-10-25 00:00:00.000,2018,"Q4",4,10,"October","Oct","Oct,18","20181025","Thursday","25-Oct-2018",25,"201810"
2018-10-26 00:00:00.000,2018,"Q4",4,10,"October","Oct","Oct,18","20181026","Friday","26-Oct-2018",26,"201810"
2018-10-27 00:00:00.000,2018,"Q4",4,10,"October","Oct","Oct,18","20181027","Saturday","27-Oct-2018",27,"201810"
2018-10-28 00:00:00.000,2018,"Q4",4,10,"October","Oct","Oct,18","20181028","Sunday","28-Oct-2018",28,"201810"
2018-10-29 00:00:00.000,2018,"Q4",4,10,"October","Oct","Oct,18","20181029","Monday","29-Oct-2018",29,"201810"
2018-10-30 00:00:00.000,2018,"Q4",4,10,"October","Oct","Oct,18","20181030","Tuesday","30-Oct-2018",30,"201810"
2018-10-31 00:00:00.000,2018,"Q4",4,10,"October","Oct","Oct,18","20181031","Wednesday","31-Oct-2018",31,"201810"
2018-11-01 00:00:00.000,2018,"Q4",4,11,"November","Nov","Nov,18","20181101","Thursday","01-Nov-2018",1,"201811"
2018-11-02 00:00:00.000,2018,"Q4",4,11,"November","Nov","Nov,18","20181102","Friday","02-Nov-2018",2,"201811"
2018-11-03 00:00:00.000,2018,"Q4",4,11,"November","Nov","Nov,18","20181103","Saturday","03-Nov-2018",3,"201811"
2018-11-04 00:00:00.000,2018,"Q4",4,11,"November","Nov","Nov,18","20181104","Sunday","04-Nov-2018",4,"201811"
2018-11-05 00:00:00.000,2018,"Q4",4,11,"November","Nov","Nov,18","20181105","Monday","05-Nov-2018",5,"201811"
2018-11-06 00:00:00.000,2018,"Q4",4,11,"November","Nov","Nov,18","20181106","Tuesday","06-Nov-2018",6,"201811"
2018-11-07 00:00:00.000,2018,"Q4",4,11,"November","Nov","Nov,18","20181107","Wednesday","07-Nov-2018",7,"201811"
2018-11-08 00:00:00.000,2018,"Q4",4,11,"November","Nov","Nov,18","20181108","Thursday","08-Nov-2018",8,"201811"
2018-11-09 00:00:00.000,2018,"Q4",4,11,"November","Nov","Nov,18","20181109","Friday","09-Nov-2018",9,"201811"
2018-11-10 00:00:00.000,2018,"Q4",4,11,"November","Nov","Nov,18","20181110","Saturday","10-Nov-2018",10,"201811"
2018-11-11 00:00:00.000,2018,"Q4",4,11,"November","Nov","Nov,18","20181111","Sunday","11-Nov-2018",11,"201811"
2018-11-12 00:00:00.000,2018,"Q4",4,11,"November","Nov","Nov,18","20181112","Monday","12-Nov-2018",12,"201811"
2018-11-13 00:00:00.000,2018,"Q4",4,11,"November","Nov","Nov,18","20181113","Tuesday","13-Nov-2018",13,"201811"
2018-11-14 00:00:00.000,2018,"Q4",4,11,"November","Nov","Nov,18","20181114","Wednesday","14-Nov-2018",14,"201811"
2018-11-15 00:00:00.000,2018,"Q4",4,11,"November","Nov","Nov,18","20181115","Thursday","15-Nov-2018",15,"201811"
2018-11-16 00:00:00.000,2018,"Q4",4,11,"November","Nov","Nov,18","20181116","Friday","16-Nov-2018",16,"201811"
2018-11-17 00:00:00.000,2018,"Q4",4,11,"November","Nov","Nov,18","20181117","Saturday","17-Nov-2018",17,"201811"
2018-11-18 00:00:00.000,2018,"Q4",4,11,"November","Nov","Nov,18","20181118","Sunday","18-Nov-2018",18,"201811"
2018-11-19 00:00:00.000,2018,"Q4",4,11,"November","Nov","Nov,18","20181119","Monday","19-Nov-2018",19,"201811"
2018-11-20 00:00:00.000,2018,"Q4",4,11,"November","Nov","Nov,18","20181120","Tuesday","20-Nov-2018",20,"201811"
2018-11-21 00:00:00.000,2018,"Q4",4,11,"November","Nov","Nov,18","20181121","Wednesday","21-Nov-2018",21,"201811"
2018-11-22 00:00:00.000,2018,"Q4",4,11,"November","Nov","Nov,18","20181122","Thursday","22-Nov-2018",22,"201811"
2018-11-23 00:00:00.000,2018,"Q4",4,11,"November","Nov","Nov,18","20181123","Friday","23-Nov-2018",23,"201811"
2018-11-24 00:00:00.000,2018,"Q4",4,11,"November","Nov","Nov,18","20181124","Saturday","24-Nov-2018",24,"201811"
2018-11-25 00:00:00.000,2018,"Q4",4,11,"November","Nov","Nov,18","20181125","Sunday","25-Nov-2018",25,"201811"
2018-11-26 00:00:00.000,2018,"Q4",4,11,"November","Nov","Nov,18","20181126","Monday","26-Nov-2018",26,"201811"
2018-11-27 00:00:00.000,2018,"Q4",4,11,"November","Nov","Nov,18","20181127","Tuesday","27-Nov-2018",27,"201811"
2018-11-28 00:00:00.000,2018,"Q4",4,11,"November","Nov","Nov,18","20181128","Wednesday","28-Nov-2018",28,"201811"
2018-11-29 00:00:00.000,2018,"Q4",4,11,"November","Nov","Nov,18","20181129","Thursday","29-Nov-2018",29,"201811"
2018-11-30 00:00:00.000,2018,"Q4",4,11,"November","Nov","Nov,18","20181130","Friday","30-Nov-2018",30,"201811"
2018-12-01 00:00:00.000,2018,"Q4",4,12,"December","Dec","Dec,18","20181201","Saturday","01-Dec-2018",1,"201812"
2018-12-02 00:00:00.000,2018,"Q4",4,12,"December","Dec","Dec,18","20181202","Sunday","02-Dec-2018",2,"201812"
2018-12-03 00:00:00.000,2018,"Q4",4,12,"December","Dec","Dec,18","20181203","Monday","03-Dec-2018",3,"201812"
2018-12-04 00:00:00.000,2018,"Q4",4,12,"December","Dec","Dec,18","20181204","Tuesday","04-Dec-2018",4,"201812"
2018-12-05 00:00:00.000,2018,"Q4",4,12,"December","Dec","Dec,18","20181205","Wednesday","05-Dec-2018",5,"201812"
2018-12-06 00:00:00.000,2018,"Q4",4,12,"December","Dec","Dec,18","20181206","Thursday","06-Dec-2018",6,"201812"
2018-12-07 00:00:00.000,2018,"Q4",4,12,"December","Dec","Dec,18","20181207","Friday","07-Dec-2018",7,"201812"
2018-12-08 00:00:00.000,2018,"Q4",4,12,"December","Dec","Dec,18","20181208","Saturday","08-Dec-2018",8,"201812"
2018-12-09 00:00:00.000,2018,"Q4",4,12,"December","Dec","Dec,18","20181209","Sunday","09-Dec-2018",9,"201812"
2018-12-10 00:00:00.000,2018,"Q4",4,12,"December","Dec","Dec,18","20181210","Monday","10-Dec-2018",10,"201812"
2018-12-11 00:00:00.000,2018,"Q4",4,12,"December","Dec","Dec,18","20181211","Tuesday","11-Dec-2018",11,"201812"
2018-12-12 00:00:00.000,2018,"Q4",4,12,"December","Dec","Dec,18","20181212","Wednesday","12-Dec-2018",12,"201812"
2018-12-13 00:00:00.000,2018,"Q4",4,12,"December","Dec","Dec,18","20181213","Thursday","13-Dec-2018",13,"201812"
2018-12-14 00:00:00.000,2018,"Q4",4,12,"December","Dec","Dec,18","20181214","Friday","14-Dec-2018",14,"201812"
2018-12-15 00:00:00.000,2018,"Q4",4,12,"December","Dec","Dec,18","20181215","Saturday","15-Dec-2018",15,"201812"
2018-12-16 00:00:00.000,2018,"Q4",4,12,"December","Dec","Dec,18","20181216","Sunday","16-Dec-2018",16,"201812"
2018-12-17 00:00:00.000,2018,"Q4",4,12,"December","Dec","Dec,18","20181217","Monday","17-Dec-2018",17,"201812"
2018-12-18 00:00:00.000,2018,"Q4",4,12,"December","Dec","Dec,18","20181218","Tuesday","18-Dec-2018",18,"201812"
2018-12-19 00:00:00.000,2018,"Q4",4,12,"December","Dec","Dec,18","20181219","Wednesday","19-Dec-2018",19,"201812"
2018-12-20 00:00:00.000,2018,"Q4",4,12,"December","Dec","Dec,18","20181220","Thursday","20-Dec-2018",20,"201812"
2018-12-21 00:00:00.000,2018,"Q4",4,12,"December","Dec","Dec,18","20181221","Friday","21-Dec-2018",21,"201812"
2018-12-22 00:00:00.000,2018,"Q4",4,12,"December","Dec","Dec,18","20181222","Saturday","22-Dec-2018",22,"201812"
2018-12-23 00:00:00.000,2018,"Q4",4,12,"December","Dec","Dec,18","20181223","Sunday","23-Dec-2018",23,"201812"
2018-12-24 00:00:00.000,2018,"Q4",4,12,"December","Dec","Dec,18","20181224","Monday","24-Dec-2018",24,"201812"
2018-12-25 00:00:00.000,2018,"Q4",4,12,"December","Dec","Dec,18","20181225","Tuesday","25-Dec-2018",25,"201812"
2018-12-26 00:00:00.000,2018,"Q4",4,12,"December","Dec","Dec,18","20181226","Wednesday","26-Dec-2018",26,"201812"
2018-12-27 00:00:00.000,2018,"Q4",4,12,"December","Dec","Dec,18","20181227","Thursday","27-Dec-2018",27,"201812"
2018-12-28 00:00:00.000,2018,"Q4",4,12,"December","Dec","Dec,18","20181228","Friday","28-Dec-2018",28,"201812"
2018-12-29 00:00:00.000,2018,"Q4",4,12,"December","Dec","Dec,18","20181229","Saturday","29-Dec-2018",29,"201812"
2018-12-30 00:00:00.000,2018,"Q4",4,12,"December","Dec","Dec,18","20181230","Sunday","30-Dec-2018",30,"201812"
2018-12-31 00:00:00.000,2018,"Q4",4,12,"December","Dec","Dec,18","20181231","Monday","31-Dec-2018",31,"201812"
2019-01-01 00:00:00.000,2019,"Q1",1,1,"January","Jan","Jan,19","20190101","Tuesday","01-Jan-2019",1,"201901"
2019-01-02 00:00:00.000,2019,"Q1",1,1,"January","Jan","Jan,19","20190102","Wednesday","02-Jan-2019",2,"201901"
